trail,date,status
Devou Park,2020-03-26 14:30:04,caution
Devou Park,2020-03-18 9:00:06,closed
Devou Park,2020-03-17 18:15:04,caution
Devou Park,2020-03-10 9:30:04,closed
Devou Park,2020-03-07 14:45:04,caution
Devou Park,2020-02-29 12:00:04,closed
Devou Park,2020-02-27 8:00:05,freeze
Devou Park,2020-02-22 12:15:03,closed
Devou Park,2020-02-20 21:45:03,freeze
Devou Park,2020-02-15 15:15:04,closed
Devou Park,2020-02-14 8:45:04,freeze
Devou Park,2020-01-23 8:45:03,closed
Devou Park,2020-01-20 8:00:05,freeze
Devou Park,2019-12-29 16:30:04,closed
Devou Park,2019-12-26 22:00:04,caution
Devou Park,2019-12-22 21:00:05,closed
Devou Park,2019-12-12 14:45:04,freeze
Devou Park,2019-11-27 5:17:09,closed
East Fork State Park,2023-03-22 9:30:05,closed
East Fork State Park,2023-03-20 20:30:04,caution
East Fork State Park,2023-03-19 7:45:04,freeze
East Fork State Park,2023-03-17 8:30:03,closed
East Fork State Park,2023-03-13 22:30:04,caution
East Fork State Park,2023-03-09 22:45:06,closed
East Fork State Park,2023-03-06 14:30:04,caution
East Fork State Park,2023-03-01 21:15:03,closed
East Fork State Park,2023-03-01 10:45:05,caution
East Fork State Park,2023-02-27 11:00:07,closed
East Fork State Park,2023-02-26 13:00:10,caution
East Fork State Park,2023-02-20 18:45:04,closed
East Fork State Park,2023-02-20 10:15:04,caution
East Fork State Park,2023-02-16 6:00:04,closed
East Fork State Park,2023-02-11 15:30:04,caution
East Fork State Park,2023-02-04 17:15:05,closed
East Fork State Park,2023-01-31 19:45:03,freeze
East Fork State Park,2023-01-11 16:00:07,closed
East Fork State Park,2023-01-08 14:15:04,caution
East Fork State Park,2022-12-28 12:15:05,closed
East Fork State Park,2022-12-18 13:15:04,freeze
East Fork State Park,2022-12-06 13:45:05,closed
East Fork State Park,2022-12-03 17:15:05,caution
East Fork State Park,2022-12-03 3:30:05,closed
East Fork State Park,2022-12-02 16:30:03,caution
East Fork State Park,2022-11-27 6:45:03,closed
East Fork State Park,2022-11-26 11:30:03,caution
East Fork State Park,2022-11-25 6:45:05,closed
East Fork State Park,2022-11-19 7:15:04,caution
East Fork State Park,2022-11-11 6:45:04,closed
East Fork State Park,2022-11-07 11:15:05,open
East Fork State Park,2022-11-02 14:45:04,caution
East Fork State Park,2022-10-30 18:15:04,closed
East Fork State Park,2022-10-25 23:30:03,caution
East Fork State Park,2022-10-20 8:15:03,open
East Fork State Park,2022-10-18 14:00:05,caution
East Fork State Park,2022-10-18 10:45:04,closed
East Fork State Park,2022-10-12 20:00:06,caution
East Fork State Park,2022-10-03 8:45:03,open
East Fork State Park,2022-09-24 5:45:03,caution
East Fork State Park,2022-09-17 21:30:03,open
East Fork State Park,2022-09-08 10:15:04,caution
East Fork State Park,2022-09-03 7:15:03,closed
East Fork State Park,2022-09-01 11:45:04,caution
East Fork State Park,2022-08-29 15:45:04,closed
East Fork State Park,2022-08-22 20:15:05,caution
East Fork State Park,2022-08-20 18:45:05,closed
East Fork State Park,2022-08-15 15:15:05,caution
East Fork State Park,2022-08-14 15:00:07,closed
East Fork State Park,2022-08-11 18:15:06,caution
East Fork State Park,2022-08-09 22:45:05,closed
East Fork State Park,2022-08-08 19:00:06,caution
East Fork State Park,2022-08-04 14:00:06,closed
East Fork State Park,2022-08-03 13:15:05,caution
East Fork State Park,2022-08-01 18:30:05,closed
East Fork State Park,2022-08-01 13:15:05,caution
East Fork State Park,2022-07-31 6:45:04,closed
East Fork State Park,2022-07-29 19:00:07,caution
East Fork State Park,2022-07-26 12:00:05,closed
East Fork State Park,2022-07-19 19:30:05,caution
East Fork State Park,2022-07-17 11:00:07,closed
East Fork State Park,2022-07-10 12:30:04,caution
East Fork State Park,2022-07-08 13:00:07,closed
East Fork State Park,2022-07-07 19:00:06,caution
East Fork State Park,2022-07-06 17:45:04,closed
East Fork State Park,2022-07-05 18:45:04,caution
East Fork State Park,2022-07-05 14:15:04,closed
East Fork State Park,2022-07-02 17:00:06,caution
East Fork State Park,2022-07-02 7:30:04,closed
East Fork State Park,2022-06-30 1:25:20,open
East Fork State Park,2022-06-23 22:30:04,caution
East Fork State Park,2022-06-22 18:15:03,closed
East Fork State Park,2022-06-21 15:00:07,open
East Fork State Park,2022-06-17 13:45:03,caution
East Fork State Park,2022-06-06 13:30:03,closed
East Fork State Park,2022-06-04 11:00:04,caution
East Fork State Park,2022-06-02 3:30:04,closed
East Fork State Park,2022-05-29 20:45:04,caution
East Fork State Park,2022-05-25 20:45:03,closed
East Fork State Park,2022-05-25 12:00:09,caution
East Fork State Park,2022-05-21 15:45:04,closed
East Fork State Park,2022-05-20 20:45:04,caution
East Fork State Park,2022-05-18 19:30:04,closed
East Fork State Park,2022-05-16 17:45:04,caution
East Fork State Park,2022-05-16 4:15:05,closed
East Fork State Park,2022-05-09 16:15:04,caution
East Fork State Park,2022-05-03 8:00:17,closed
East Fork State Park,2022-05-02 16:15:04,open
East Fork State Park,2022-04-30 16:30:04,caution
East Fork State Park,2022-04-30 5:15:05,closed
East Fork State Park,2022-04-26 9:45:04,caution
East Fork State Park,2022-04-25 16:30:03,closed
East Fork State Park,2022-04-22 14:15:04,caution
East Fork State Park,2022-04-18 8:30:04,closed
East Fork State Park,2022-04-17 15:30:04,caution
East Fork State Park,2022-04-05 13:00:06,closed
East Fork State Park,2022-04-01 19:45:05,caution
East Fork State Park,2022-03-31 9:15:04,closed
East Fork State Park,2022-03-26 19:15:04,caution
East Fork State Park,2022-03-22 22:45:03,closed
East Fork State Park,2022-03-21 14:30:03,caution
East Fork State Park,2022-03-18 17:00:05,closed
East Fork State Park,2022-03-15 9:45:04,caution
East Fork State Park,2022-03-13 15:30:04,closed
East Fork State Park,2022-03-12 20:00:05,freeze
East Fork State Park,2022-03-12 9:15:04,closed
East Fork State Park,2022-03-11 20:45:03,freeze
East Fork State Park,2022-03-06 5:45:04,closed
East Fork State Park,2022-03-04 15:00:05,caution
East Fork State Park,2022-02-26 6:15:04,closed
East Fork State Park,2022-02-25 23:30:04,freeze
East Fork State Park,2022-02-20 13:45:04,closed
East Fork State Park,2022-02-20 7:15:03,freeze
East Fork State Park,2022-02-08 12:30:03,closed
East Fork State Park,2022-02-04 13:15:04,freeze
East Fork State Park,2022-01-31 11:00:06,closed
East Fork State Park,2022-01-19 19:30:04,freeze
East Fork State Park,2022-01-18 13:00:07,closed
East Fork State Park,2022-01-14 17:45:03,freeze
East Fork State Park,2022-01-11 22:30:05,closed
East Fork State Park,2022-01-10 6:15:04,freeze
East Fork State Park,2022-01-08 21:00:05,closed
East Fork State Park,2022-01-06 22:30:04,freeze
East Fork State Park,2022-01-04 13:00:05,closed
East Fork State Park,2022-01-03 19:15:03,freeze
East Fork State Park,2021-12-25 19:45:04,closed
East Fork State Park,2021-12-25 15:30:04,caution
East Fork State Park,2021-12-23 21:00:06,closed
East Fork State Park,2021-12-22 21:15:03,freeze
East Fork State Park,2021-12-16 16:30:04,closed
East Fork State Park,2021-12-14 15:45:04,caution
East Fork State Park,2021-12-06 6:00:09,closed
East Fork State Park,2021-11-27 21:15:05,caution
East Fork State Park,2021-11-25 8:00:06,closed
East Fork State Park,2021-11-24 17:15:04,caution
East Fork State Park,2021-11-18 3:30:04,closed
East Fork State Park,2021-11-16 16:45:04,caution
East Fork State Park,2021-11-12 18:00:05,closed
East Fork State Park,2021-11-12 12:45:05,caution
East Fork State Park,2021-11-11 15:30:04,closed
East Fork State Park,2021-11-02 10:15:05,caution
East Fork State Park,2021-10-28 16:30:03,closed
East Fork State Park,2021-10-27 15:45:04,caution
East Fork State Park,2021-10-24 11:30:05,closed
East Fork State Park,2021-10-16 20:45:03,caution
East Fork State Park,2021-10-15 14:45:04,closed
East Fork State Park,2021-10-05 17:00:05,caution
East Fork State Park,2021-10-03 4:30:04,closed
East Fork State Park,2021-09-24 14:00:05,caution
East Fork State Park,2021-09-20 17:45:04,closed
East Fork State Park,2021-09-20 8:30:04,caution
East Fork State Park,2021-09-18 19:15:02,open
East Fork State Park,2021-09-15 20:00:05,caution
East Fork State Park,2021-09-15 10:30:03,closed
East Fork State Park,2021-09-15 10:00:06,caution
East Fork State Park,2021-09-13 9:15:04,open
East Fork State Park,2021-09-02 18:15:04,caution
East Fork State Park,2021-08-30 9:45:04,closed
East Fork State Park,2021-08-25 16:45:04,caution
East Fork State Park,2021-08-23 10:15:04,open
East Fork State Park,2021-08-20 10:00:06,caution
East Fork State Park,2021-08-19 9:45:04,closed
East Fork State Park,2021-08-17 18:30:04,caution
East Fork State Park,2021-08-16 8:45:05,closed
East Fork State Park,2021-08-14 13:00:06,caution
East Fork State Park,2021-08-13 0:15:04,closed
East Fork State Park,2021-08-10 21:45:03,open
East Fork State Park,2021-08-09 21:30:04,caution
East Fork State Park,2021-08-05 16:15:03,open
East Fork State Park,2021-08-01 18:15:04,caution
East Fork State Park,2021-07-31 20:30:04,open
East Fork State Park,2021-07-25 13:45:04,caution
East Fork State Park,2021-07-25 5:30:04,closed
East Fork State Park,2021-07-24 11:30:04,open
East Fork State Park,2021-07-19 14:15:04,caution
East Fork State Park,2021-07-16 12:45:04,closed
East Fork State Park,2021-07-14 18:30:04,caution
East Fork State Park,2021-07-10 10:30:04,closed
East Fork State Park,2021-07-08 21:30:05,open
East Fork State Park,2021-07-03 11:45:04,caution
East Fork State Park,2021-06-30 23:00:09,closed
East Fork State Park,2021-06-29 8:30:05,open
East Fork State Park,2021-06-22 20:15:04,caution
East Fork State Park,2021-06-18 23:30:04,closed
East Fork State Park,2021-06-14 14:00:08,caution
East Fork State Park,2021-06-07 9:15:04,closed
East Fork State Park,2021-06-05 9:30:03,caution
East Fork State Park,2021-06-02 10:30:04,closed
East Fork State Park,2021-05-30 19:15:05,caution
East Fork State Park,2021-05-28 13:15:04,closed
East Fork State Park,2021-05-19 19:30:03,caution
East Fork State Park,2021-05-17 6:45:05,closed
East Fork State Park,2021-05-12 19:00:06,caution
East Fork State Park,2021-05-03 9:00:08,closed
East Fork State Park,2021-05-01 18:45:04,caution
East Fork State Park,2021-04-28 18:45:04,closed
East Fork State Park,2021-04-25 21:00:06,caution
East Fork State Park,2021-04-24 16:30:04,closed
East Fork State Park,2021-04-23 14:00:08,caution
East Fork State Park,2021-04-21 11:15:05,closed
East Fork State Park,2021-04-13 17:45:02,caution
East Fork State Park,2021-04-10 18:00:06,closed
East Fork State Park,2021-04-09 19:15:03,caution
East Fork State Park,2021-04-08 12:30:04,closed
East Fork State Park,2021-04-02 18:15:04,caution
East Fork State Park,2021-03-31 1:30:02,closed
East Fork State Park,2021-03-29 11:30:04,caution
East Fork State Park,2021-03-25 15:15:03,closed
East Fork State Park,2021-03-22 22:45:04,caution
East Fork State Park,2021-03-11 14:15:04,closed
East Fork State Park,2021-03-08 14:30:04,caution
East Fork State Park,2021-02-22 10:00:07,closed
East Fork State Park,2021-02-06 8:30:04,freeze
East Fork State Park,2021-02-04 11:00:05,closed
East Fork State Park,2021-02-01 19:15:05,freeze
East Fork State Park,2021-01-31 12:45:03,closed
East Fork State Park,2021-01-28 19:15:04,freeze
East Fork State Park,2021-01-24 19:45:04,closed
East Fork State Park,2021-01-23 0:45:04,freeze
East Fork State Park,2021-01-14 7:30:04,closed
East Fork State Park,2021-01-10 16:30:04,freeze
East Fork State Park,2021-01-10 13:00:05,caution
East Fork State Park,2021-01-09 17:30:04,freeze
East Fork State Park,2020-12-27 10:45:04,closed
East Fork State Park,2020-12-25 1:30:04,freeze
East Fork State Park,2020-12-16 14:30:04,closed
East Fork State Park,2020-12-13 14:00:05,caution
East Fork State Park,2020-12-12 13:15:04,closed
East Fork State Park,2020-12-05 20:45:04,caution
East Fork State Park,2020-12-03 13:45:03,closed
East Fork State Park,2020-12-02 19:45:03,freeze
East Fork State Park,2020-11-30 10:00:04,closed
East Fork State Park,2020-11-27 14:30:04,caution
East Fork State Park,2020-11-25 5:45:04,closed
East Fork State Park,2020-11-24 4:30:04,caution
East Fork State Park,2020-11-21 4:45:06,closed
East Fork State Park,2020-11-15 18:30:04,caution
East Fork State Park,2020-11-15 6:00:05,closed
East Fork State Park,2020-11-12 10:30:04,caution
East Fork State Park,2020-11-11 3:00:05,closed
East Fork State Park,2020-11-10 23:00:05,caution
East Fork State Park,2020-11-02 16:30:04,open
East Fork State Park,2020-10-31 20:30:04,caution
East Fork State Park,2020-10-28 22:45:04,closed
East Fork State Park,2020-10-24 19:15:04,caution
East Fork State Park,2020-10-23 20:30:03,closed
East Fork State Park,2020-10-21 19:00:04,caution
East Fork State Park,2020-10-19 20:20:31,closed
East Fork State Park,2020-10-19 2:00:05,caution
East Fork State Park,2020-10-16 19:30:04,open
East Fork State Park,2020-10-15 20:30:04,caution
East Fork State Park,2020-10-13 14:00:06,open
East Fork State Park,2020-10-12 22:45:03,caution
East Fork State Park,2020-10-11 19:00:05,open
East Fork State Park,2020-10-10 11:15:04,caution
East Fork State Park,2020-10-09 18:15:04,open
East Fork State Park,2020-09-28 23:00:05,caution
East Fork State Park,2020-09-28 16:15:03,closed
East Fork State Park,2020-09-21 16:45:04,open
East Fork State Park,2020-09-04 17:30:04,caution
East Fork State Park,2020-09-02 8:45:04,closed
East Fork State Park,2020-08-31 18:30:04,caution
East Fork State Park,2020-08-31 7:00:05,closed
East Fork State Park,2020-08-29 15:30:04,caution
East Fork State Park,2020-08-28 18:00:05,closed
East Fork State Park,2020-08-05 10:00:06,caution
East Fork State Park,2020-07-31 8:45:04,closed
East Fork State Park,2020-07-26 11:45:04,caution
East Fork State Park,2020-07-22 11:00:07,closed
East Fork State Park,2020-07-01 18:00:05,caution
East Fork State Park,2020-06-28 12:45:04,closed
East Fork State Park,2020-06-25 10:00:04,caution
East Fork State Park,2020-06-23 8:45:04,closed
East Fork State Park,2020-05-31 11:00:04,caution
East Fork State Park,2020-05-14 17:00:05,closed
East Fork State Park,2020-05-07 15:00:05,caution
East Fork State Park,2020-04-25 16:45:04,closed
East Fork State Park,2020-04-19 11:30:04,caution
East Fork State Park,2020-04-12 19:30:04,closed
East Fork State Park,2020-04-10 16:00:05,caution
East Fork State Park,2020-04-09 8:30:05,closed
East Fork State Park,2020-03-29 20:15:03,caution
East Fork State Park,2020-03-10 8:15:04,closed
East Fork State Park,2020-03-07 17:00:04,caution
East Fork State Park,2020-03-01 9:15:04,closed
East Fork State Park,2020-02-28 7:00:05,freeze
East Fork State Park,2020-02-22 13:30:04,closed
East Fork State Park,2020-02-20 19:30:04,freeze
East Fork State Park,2020-02-16 9:30:04,closed
East Fork State Park,2020-02-14 8:15:04,freeze
East Fork State Park,2020-01-24 12:00:07,closed
East Fork State Park,2020-01-19 0:45:04,freeze
East Fork State Park,2020-01-09 22:00:05,closed
East Fork State Park,2020-01-08 13:15:04,caution
East Fork State Park,2019-12-29 15:15:03,closed
East Fork State Park,2019-12-25 21:30:04,caution
East Fork State Park,2019-12-23 20:30:04,closed
East Fork State Park,2019-12-18 2:45:05,freeze
East Fork State Park,2019-12-14 1:45:04,closed
East Fork State Park,2019-12-11 12:45:04,freeze
East Fork State Park,2019-12-09 13:30:04,closed
East Fork State Park,2019-12-07 16:30:04,caution
East Fork State Park,2019-11-27 5:17:10,closed
England Idlewild,2023-03-19 13:30:05,caution
England Idlewild,2023-03-17 8:30:03,closed
England Idlewild,2023-03-14 13:45:04,caution
England Idlewild,2023-03-12 12:00:07,closed
England Idlewild,2023-03-06 14:15:05,caution
England Idlewild,2023-03-02 7:30:04,closed
England Idlewild,2023-03-01 13:30:03,caution
England Idlewild,2023-02-27 12:00:05,closed
England Idlewild,2023-02-20 11:15:04,caution
England Idlewild,2023-02-16 8:15:04,closed
England Idlewild,2023-02-11 9:30:04,caution
England Idlewild,2023-02-04 11:30:03,closed
England Idlewild,2023-02-02 20:15:05,freeze
England Idlewild,2023-01-12 10:30:03,closed
England Idlewild,2023-01-08 14:45:04,caution
England Idlewild,2022-12-28 16:00:06,closed
England Idlewild,2022-12-23 9:45:04,freeze
England Idlewild,2022-12-20 9:00:05,caution
England Idlewild,2022-12-19 8:00:06,freeze
England Idlewild,2022-12-14 7:45:04,closed
England Idlewild,2022-12-11 7:45:04,caution
England Idlewild,2022-12-07 6:45:04,closed
England Idlewild,2022-11-14 13:45:04,caution
England Idlewild,2022-11-11 21:00:06,closed
England Idlewild,2022-09-15 7:15:04,open
England Idlewild,2022-09-07 12:30:03,caution
England Idlewild,2022-09-04 7:45:03,closed
England Idlewild,2022-08-25 20:45:05,open
England Idlewild,2022-08-15 7:00:05,caution
England Idlewild,2022-08-14 12:30:06,closed
England Idlewild,2022-08-11 15:00:06,open
England Idlewild,2022-08-10 9:15:05,closed
England Idlewild,2022-08-08 15:15:06,caution
England Idlewild,2022-08-05 19:00:06,closed
England Idlewild,2022-07-28 13:30:04,caution
England Idlewild,2022-07-26 14:00:06,closed
England Idlewild,2022-07-19 16:00:07,open
England Idlewild,2022-07-17 9:00:06,closed
England Idlewild,2022-07-11 9:30:06,open
England Idlewild,2022-07-09 10:45:05,caution
England Idlewild,2022-07-08 10:45:06,closed
England Idlewild,2022-07-07 15:30:04,caution
England Idlewild,2022-07-06 15:30:05,closed
England Idlewild,2022-07-03 15:30:05,open
England Idlewild,2022-07-02 9:15:05,caution
England Idlewild,2022-06-24 11:15:04,open
England Idlewild,2022-06-22 18:30:04,closed
England Idlewild,2022-06-21 17:00:06,open
England Idlewild,2022-06-14 14:15:04,caution
England Idlewild,2022-06-06 16:00:07,closed
England Idlewild,2022-06-03 17:30:05,caution
England Idlewild,2022-06-02 11:30:04,closed
England Idlewild,2022-05-29 7:30:04,caution
England Idlewild,2022-05-25 22:30:03,closed
England Idlewild,2022-05-24 15:15:04,caution
England Idlewild,2022-05-19 20:45:04,closed
England Idlewild,2022-05-16 15:00:13,caution
England Idlewild,2022-05-15 1:00:06,closed
England Idlewild,2022-05-12 17:00:06,open
England Idlewild,2022-05-09 10:45:04,caution
England Idlewild,2022-05-03 6:45:04,closed
England Idlewild,2022-04-22 15:30:04,open
England Idlewild,2022-04-21 7:30:05,closed
England Idlewild,2022-04-20 6:15:04,caution
England Idlewild,2022-04-18 12:30:04,closed
England Idlewild,2022-04-16 18:45:04,caution
England Idlewild,2022-04-05 23:00:05,closed
England Idlewild,2022-03-24 6:30:04,caution
England Idlewild,2022-03-22 8:45:05,closed
England Idlewild,2022-03-19 4:45:04,caution
England Idlewild,2022-03-16 20:30:04,open
England Idlewild,2022-03-14 22:00:05,caution
England Idlewild,2022-03-13 11:30:04,closed
England Idlewild,2022-03-12 3:30:04,freeze
England Idlewild,2022-03-06 8:30:04,closed
England Idlewild,2022-03-04 19:30:04,caution
England Idlewild,2022-02-15 19:00:05,closed
England Idlewild,2022-02-13 2:15:03,freeze
England Idlewild,2022-02-09 7:45:03,closed
England Idlewild,2022-02-04 11:00:05,freeze
England Idlewild,2022-01-30 10:30:04,closed
England Idlewild,2022-01-20 6:30:04,freeze
England Idlewild,2022-01-19 7:15:04,closed
England Idlewild,2022-01-15 8:00:07,freeze
England Idlewild,2022-01-12 6:45:03,closed
England Idlewild,2022-01-10 7:15:04,freeze
England Idlewild,2022-01-08 12:30:04,closed
England Idlewild,2022-01-05 18:30:04,freeze
England Idlewild,2022-01-04 11:45:05,closed
England Idlewild,2022-01-03 7:15:05,freeze
England Idlewild,2021-12-28 8:15:04,closed
England Idlewild,2021-12-24 11:00:06,caution
England Idlewild,2021-12-22 6:30:03,freeze
England Idlewild,2021-12-17 16:45:04,closed
England Idlewild,2021-12-14 6:00:06,caution
England Idlewild,2021-12-06 6:30:04,closed
England Idlewild,2021-11-23 12:30:04,caution
England Idlewild,2021-11-21 7:30:05,closed
England Idlewild,2021-11-11 20:45:04,caution
England Idlewild,2021-11-05 7:00:07,open
England Idlewild,2021-10-31 14:30:03,caution
England Idlewild,2021-10-30 6:30:04,closed
England Idlewild,2021-10-24 17:15:03,caution
England Idlewild,2021-10-18 18:00:06,open
England Idlewild,2021-10-03 10:15:04,caution
England Idlewild,2021-09-26 22:15:03,open
England Idlewild,2021-09-24 0:00:06,caution
England Idlewild,2021-09-20 18:00:06,closed
England Idlewild,2021-09-07 9:30:04,open
England Idlewild,2021-09-01 21:00:05,caution
England Idlewild,2021-08-30 11:15:03,closed
England Idlewild,2021-07-20 7:30:04,open
England Idlewild,2021-07-18 7:30:04,caution
England Idlewild,2021-07-16 14:30:06,closed
England Idlewild,2021-07-14 8:00:07,caution
England Idlewild,2021-07-10 10:45:05,closed
England Idlewild,2021-07-09 8:45:04,open
England Idlewild,2021-07-03 9:15:04,caution
England Idlewild,2021-07-01 6:15:04,closed
England Idlewild,2021-06-22 16:15:04,caution
England Idlewild,2021-06-19 8:45:05,closed
England Idlewild,2021-06-13 11:30:05,caution
England Idlewild,2021-06-07 8:45:04,closed
England Idlewild,2021-06-05 11:30:06,caution
England Idlewild,2021-06-02 8:00:06,closed
England Idlewild,2021-05-30 14:30:05,caution
England Idlewild,2021-05-26 14:00:10,closed
England Idlewild,2021-05-23 12:15:03,open
England Idlewild,2021-05-19 14:45:05,caution
England Idlewild,2021-05-17 10:00:11,closed
England Idlewild,2021-05-12 9:15:03,caution
England Idlewild,2021-05-09 15:15:04,closed
England Idlewild,2021-05-06 13:30:04,caution
England Idlewild,2021-05-03 8:45:05,closed
England Idlewild,2021-05-01 7:15:04,caution
England Idlewild,2021-04-28 18:30:04,closed
England Idlewild,2021-04-23 16:15:05,caution
England Idlewild,2021-04-21 7:00:09,closed
England Idlewild,2021-04-17 16:15:05,caution
England Idlewild,2021-04-12 17:00:07,open
England Idlewild,2021-04-11 7:00:09,closed
England Idlewild,2021-04-02 17:00:04,caution
England Idlewild,2021-03-31 18:30:04,closed
England Idlewild,2021-03-29 17:45:04,caution
England Idlewild,2021-03-26 12:30:03,closed
England Idlewild,2021-03-22 14:15:04,caution
England Idlewild,2021-03-12 6:00:04,closed
England Idlewild,2021-03-08 16:45:04,caution
England Idlewild,2021-02-21 6:30:04,closed
England Idlewild,2021-02-09 7:00:05,freeze
England Idlewild,2021-02-08 14:15:04,closed
England Idlewild,2021-02-06 19:45:04,freeze
England Idlewild,2021-02-03 10:45:04,closed
England Idlewild,2021-02-02 7:15:04,freeze
England Idlewild,2021-01-30 16:00:06,closed
England Idlewild,2021-01-27 20:15:04,freeze
England Idlewild,2021-01-24 17:30:04,closed
England Idlewild,2021-01-22 19:15:04,freeze
England Idlewild,2021-01-14 16:00:05,closed
England Idlewild,2021-01-13 10:45:05,caution
England Idlewild,2021-01-10 15:00:05,closed
England Idlewild,2021-01-08 20:45:03,freeze
England Idlewild,2020-12-26 13:15:04,closed
England Idlewild,2020-12-22 16:00:04,caution
England Idlewild,2020-12-16 6:45:04,closed
England Idlewild,2020-12-05 10:30:04,caution
England Idlewild,2020-11-30 5:45:03,closed
England Idlewild,2020-11-28 8:30:04,caution
England Idlewild,2020-11-25 8:45:06,closed
England Idlewild,2020-11-16 20:00:05,caution
England Idlewild,2020-11-15 8:15:04,closed
England Idlewild,2020-11-03 13:45:04,open
England Idlewild,2020-11-01 8:30:04,caution
England Idlewild,2020-10-29 8:45:04,closed
England Idlewild,2020-10-21 14:00:07,caution
England Idlewild,2020-10-19 13:30:04,closed
England Idlewild,2020-09-30 7:45:04,open
England Idlewild,2020-09-28 17:30:03,caution
England Idlewild,2020-09-04 16:15:04,open
England Idlewild,2020-09-02 8:30:04,closed
England Idlewild,2020-08-29 9:00:05,open
England Idlewild,2020-08-28 15:00:05,closed
England Idlewild,2020-08-27 17:00:04,caution
England Idlewild,2020-08-19 15:00:05,open
England Idlewild,2020-08-18 16:00:05,closed
England Idlewild,2020-08-16 22:00:05,open
England Idlewild,2020-08-11 15:15:04,caution
England Idlewild,2020-08-10 13:45:04,closed
England Idlewild,2020-08-05 19:30:04,open
England Idlewild,2020-08-03 12:30:04,caution
England Idlewild,2020-07-30 16:00:05,closed
England Idlewild,2020-07-29 9:30:04,open
England Idlewild,2020-07-27 16:30:04,caution
England Idlewild,2020-07-24 17:15:04,open
England Idlewild,2020-07-22 14:30:04,closed
England Idlewild,2020-07-20 7:15:04,caution
England Idlewild,2020-07-14 7:15:04,open
England Idlewild,2020-07-12 6:45:04,caution
England Idlewild,2020-07-08 7:00:06,open
England Idlewild,2020-07-06 14:15:03,closed
England Idlewild,2020-07-01 17:00:05,open
England Idlewild,2020-06-29 15:45:04,caution
England Idlewild,2020-06-28 6:30:04,closed
England Idlewild,2020-06-23 23:00:05,open
England Idlewild,2020-06-22 7:15:04,closed
England Idlewild,2020-06-07 7:15:04,open
England Idlewild,2020-05-30 8:45:04,caution
England Idlewild,2020-05-18 11:45:04,closed
England Idlewild,2020-05-10 17:00:05,caution
England Idlewild,2020-05-08 7:00:05,closed
England Idlewild,2020-05-07 6:30:04,caution
England Idlewild,2020-05-03 7:45:04,closed
England Idlewild,2020-04-27 17:30:04,caution
England Idlewild,2020-04-25 17:15:05,closed
England Idlewild,2020-04-24 17:15:04,caution
England Idlewild,2020-04-23 21:15:04,closed
England Idlewild,2020-04-15 7:00:05,caution
England Idlewild,2020-04-13 7:15:04,closed
England Idlewild,2020-03-30 16:45:06,caution
England Idlewild,2020-02-22 10:30:05,closed
England Idlewild,2020-02-20 18:45:03,freeze
England Idlewild,2020-02-15 14:00:05,closed
England Idlewild,2020-02-13 19:45:04,freeze
England Idlewild,2020-01-22 11:45:03,closed
England Idlewild,2020-01-19 8:15:04,freeze
England Idlewild,2019-12-19 17:00:05,closed
England Idlewild,2019-12-18 2:45:05,freeze
England Idlewild,2019-11-27 13:00:04,closed
England Idlewild,2019-11-27 5:17:10,caution
Harbin Park,2023-03-21 12:30:06,caution
Harbin Park,2023-03-18 22:00:09,freeze
Harbin Park,2023-03-17 9:15:05,closed
Harbin Park,2023-03-16 12:00:08,caution
Harbin Park,2023-03-12 8:45:05,closed
Harbin Park,2023-03-11 10:00:06,caution
Harbin Park,2023-03-10 9:00:08,closed
Harbin Park,2023-03-07 11:30:05,caution
Harbin Park,2023-03-01 21:45:05,closed
Harbin Park,2023-03-01 11:30:04,caution
Harbin Park,2023-02-27 11:30:04,closed
Harbin Park,2023-02-26 8:30:03,open
Harbin Park,2023-02-19 15:00:08,caution
Harbin Park,2023-02-16 8:30:04,closed
Harbin Park,2023-02-13 14:00:07,open
Harbin Park,2023-02-04 17:30:04,closed
Harbin Park,2023-01-30 20:00:08,freeze
Harbin Park,2023-01-15 22:30:05,closed
Harbin Park,2023-01-14 21:30:03,freeze
Harbin Park,2023-01-12 7:30:04,closed
Harbin Park,2023-01-06 19:45:05,caution
Harbin Park,2022-12-29 10:00:07,closed
Harbin Park,2022-12-19 22:30:05,freeze
Harbin Park,2022-12-14 9:15:05,closed
Harbin Park,2022-12-12 13:30:05,caution
Harbin Park,2022-12-06 20:45:05,closed
Harbin Park,2022-11-29 14:30:03,caution
Harbin Park,2022-11-27 9:00:07,closed
Harbin Park,2022-11-19 18:15:07,open
Harbin Park,2022-11-13 17:15:04,caution
Harbin Park,2022-11-11 9:30:04,closed
Harbin Park,2022-11-03 18:00:04,open
Harbin Park,2022-10-30 15:45:03,caution
Harbin Park,2022-09-15 11:30:03,open
Harbin Park,2022-09-13 9:00:05,caution
Harbin Park,2022-09-11 14:30:04,closed
Harbin Park,2022-09-11 12:00:05,caution
Harbin Park,2022-09-10 9:00:05,open
Harbin Park,2022-09-08 16:30:05,caution
Harbin Park,2022-09-03 9:30:04,closed
Harbin Park,2022-08-31 14:45:04,open
Harbin Park,2022-08-30 15:45:04,caution
Harbin Park,2022-08-30 9:00:04,closed
Harbin Park,2022-08-22 14:45:05,open
Harbin Park,2022-08-21 9:30:04,closed
Harbin Park,2022-08-20 18:00:06,caution
